original_value,cleaned_value,status,justification,similarity_score,source_column
Municipalité de Saint-Gédéon|Municipalité de Saint-Gédéon,Municipalité de Saint-Fulgence|Municipalité de Saint-Fulgence,review,fuzzy_blocked_match with similarity score 86.44. Manual review required before correction.,86.44,recipient_legal_name
Municipalité de Saint-Isidore|Municipalité de Saint-Isidore,Municipalité de Sainte-Sophie|Municipalité de Sainte-Sophie,review,fuzzy_blocked_match with similarity score 86.44. Manual review required before correction.,86.44,recipient_legal_name
Sail Cape Breton Association|Sail Cape Breton Association,Soccer Cape Breton Association|Soccer Cape Breton Association,review,fuzzy_blocked_match with similarity score 86.44. Manual review required before correction.,86.44,recipient_legal_name
MUNICIPALITÉ DE SAINT-GABRIEL-DE-BRANDON,Municipalité de Saint-Gabriel-de-Rimouski,review,fuzzy_blocked_match with similarity score 86.42. Manual review required before correction.,86.42,recipient_legal_name
Municipalité de Sainte-Cécile-de-Whitton,MUNICIPALITÉ DE SAINTE-CLOTILDE-DE-HORTON,review,fuzzy_blocked_match with similarity score 86.42. Manual review required before correction.,86.42,recipient_legal_name
Municipalité de la Paroisse de Ragueneau,Municipalité de la paroisse de Saint-René,review,fuzzy_blocked_match with similarity score 86.42. Manual review required before correction.,86.42,recipient_legal_name
POSTMEDIA NETWORK INC. - NORTHERN TIMES (THE),POSTMEDIA NETWORK INC. - INGERSOLL TIMES (THE),review,fuzzy_blocked_match with similarity score 86.42. Manual review required before correction.,86.42,recipient_legal_name
VILLE DE MONTRÉAL - ARRONDISSEMENT VERDUN,VILLE DE MONTRÉAL - ARRONDISSEMENT OUTREMONT,review,fuzzy_blocked_match with similarity score 86.42. Manual review required before correction.,86.42,recipient_legal_name
Amherst & Area Chamber of Commerce|Amherst & Area Chamber of Commerce,Argentia Area Chamber of Commerce|Argentia Area Chamber of Commerce,review,fuzzy_blocked_match with similarity score 86.36. Manual review required before correction.,86.36,recipient_legal_name
Atelier M.C. inc.,Ateliers C.M.R. inc.,review,fuzzy_blocked_match with similarity score 86.36. Manual review required before correction.,86.36,recipient_legal_name
CALEDON PUBLISHING LTD,CALIBRE PUBLISHING LTD.,review,fuzzy_blocked_match with similarity score 86.36. Manual review required before correction.,86.36,recipient_legal_name
CANADIAN WOMEN COUNCIL,Canadian Honey Council,review,fuzzy_blocked_match with similarity score 86.36. Manual review required before correction.,86.36,recipient_legal_name
CORPORATION OF NORFOLK COUNTY (THE),CORPORATION OF THE COUNTY OF GREY,review,fuzzy_blocked_match with similarity score 86.36. Manual review required before correction.,86.36,recipient_legal_name
CORPORATION OF THE TOWNSHIP OF TEHKUMMAH (THE),CORPORATION OF THE TOWNSHIP OF CHAMPLAIN (THE),review,fuzzy_blocked_match with similarity score 86.36. Manual review required before correction.,86.36,recipient_legal_name
"Cailhier, Jean-Francois","CLOUTIER, Jean-Francois",review,fuzzy_blocked_match with similarity score 86.36. Manual review required before correction.,86.36,recipient_legal_name
Canadian Agri-Food Policy Institute - L'Institut Canadien des politiques agroalimentaires,Canadian Agri-Food Foresight Institute │ L’Institut canadien de prospective agroalimentaire,review,fuzzy_blocked_match with similarity score 86.36. Manual review required before correction.,86.36,recipient_legal_name
Coopérative de solidarité verte,Coopérative de solidarité Gaïa,review,fuzzy_blocked_match with similarity score 86.36. Manual review required before correction.,86.36,recipient_legal_name
Dynagen Technologies Incorporated|Dynagen Technologies Incorporated,DeCell Technologies Incorporated|DeCell Technologies Incorporated,review,fuzzy_blocked_match with similarity score 86.36. Manual review required before correction.,86.36,recipient_legal_name
EDMONTON PRIDE FESTIVAL SOCIETY,EDMONTON JAZZ FESTIVAL SOCIETY,review,fuzzy_blocked_match with similarity score 86.36. Manual review required before correction.,86.36,recipient_legal_name
Entretien ferroviaire JMSR inc.,Entretien ferroviaire Boivin inc.,review,fuzzy_blocked_match with similarity score 86.36. Manual review required before correction.,86.36,recipient_legal_name
Ferme Gilbert & Fils inc.,Ferme Glauser & Fils Inc.,review,fuzzy_blocked_match with similarity score 86.36. Manual review required before correction.,86.36,recipient_legal_name
Ferme Mariemax S.E.N.C.,Ferme Marnique S.E.N.C.,review,fuzzy_blocked_match with similarity score 86.36. Manual review required before correction.,86.36,recipient_legal_name
Ferme Marnique S.E.N.C.,Ferme Mystique S.E.N.C.,review,fuzzy_blocked_match with similarity score 86.36. Manual review required before correction.,86.36,recipient_legal_name
Ferme Reismor S.E.N.C.,Ferme Réservoir S.E.N.C.,review,fuzzy_blocked_match with similarity score 86.36. Manual review required before correction.,86.36,recipient_legal_name
Ferme Réalité S.E.N.C.,Ferme Pricalait S.E.N.C.,review,fuzzy_blocked_match with similarity score 86.36. Manual review required before correction.,86.36,recipient_legal_name
Ferme Samson & Fils inc.,Ferme St-Baslo & fils Inc.,review,fuzzy_blocked_match with similarity score 86.36. Manual review required before correction.,86.36,recipient_legal_name
Fonds de développement économique LaPrade St-Maurice inc.,Fonds de développement économique Laprade-Drummond inc.,review,fuzzy_blocked_match with similarity score 86.36. Manual review required before correction.,86.36,recipient_legal_name
Graham Dairy Farms Ltd,Graham Hager Farms Ltd.,review,fuzzy_blocked_match with similarity score 86.36. Manual review required before correction.,86.36,recipient_legal_name
Holmdale Farms Limited,Holdanca Farms Limited,review,fuzzy_blocked_match with similarity score 86.36. Manual review required before correction.,86.36,recipient_legal_name
Laboratoire M2 inc.,Laboratoire Du-Var Inc.,review,fuzzy_blocked_match with similarity score 86.36. Manual review required before correction.,86.36,recipient_legal_name
Leaning Post Wines Ltd.,Leaning Post Wines Inc.,review,fuzzy_blocked_match with similarity score 86.36. Manual review required before correction.,86.36,recipient_legal_name
Les Entreprises Agricoles Desgroseilliers Ltée,Les Entreprises AJR Ltée|Les Entreprises AJR Ltée,review,fuzzy_blocked_match with similarity score 86.36. Manual review required before correction.,86.36,recipient_legal_name
Les Laboratoires de Recherche de LAN Wirewerks Inc.,Les Laboratoires MZL inc.|Les Laboratoires MZL inc.,review,fuzzy_blocked_match with similarity score 86.36. Manual review required before correction.,86.36,recipient_legal_name
"LÉGION ROYALE CANADIENNE, FILIALE # 56 CARAQUET","LÉGION ROYALE CANADIENNE, FILIALE 31 LA TUQUE",review,fuzzy_blocked_match with similarity score 86.36. Manual review required before correction.,86.36,recipient_legal_name
MUNICIPALITÉ DE CAPLAN,Municipalité d'Albanel,review,fuzzy_blocked_match with similarity score 86.36. Manual review required before correction.,86.36,recipient_legal_name
Municipalité de Wotton,MUNICIPALITÉ DE RAWDON,review,fuzzy_blocked_match with similarity score 86.36. Manual review required before correction.,86.36,recipient_legal_name
MÉDIAS TRANSCONTINENTAL S.E.N.C. - LA FRONTIÈRE,MÉDIAS TRANSCONTINENTAL S.E.N.C. - LES AFFAIRES,review,fuzzy_blocked_match with similarity score 86.36. Manual review required before correction.,86.36,recipient_legal_name
NORTHERN NEWS SERVICES LIMITED - DEH CHO DRUM,NORTHERN NEWS SERVICES LIMITED - INUVIK DRUM,review,fuzzy_blocked_match with similarity score 86.36. Manual review required before correction.,86.36,recipient_legal_name
OTTAWA REGGAE FESTIVAL,OTTAWA FRINGE FESTIVAL,review,fuzzy_blocked_match with similarity score 86.36. Manual review required before correction.,86.36,recipient_legal_name
TOWN OF DIAMOND VALLEY,TOWN OF DRAYTON VALLEY,review,fuzzy_blocked_match with similarity score 86.36. Manual review required before correction.,86.36,recipient_legal_name
TVA PUBLICATIONS INC. - COOL TEST,TVA PUBLICATIONS INC. - MISS COOL,review,fuzzy_blocked_match with similarity score 86.36. Manual review required before correction.,86.36,recipient_legal_name
University of Montreal,Université de Montréal,review,fuzzy_blocked_match with similarity score 86.36. Manual review required before correction.,86.36,recipient_legal_name
Van Der Goot Farms Ltd.,Van der Smit Farms Ltd.,review,fuzzy_blocked_match with similarity score 86.36. Manual review required before correction.,86.36,recipient_legal_name
VÉLO QUÉBEC ÉDITIONS - GÉO PLEIN AIR,VÉLO QUÉBEC ÉDITIONS - VÉLO MAG,review,fuzzy_blocked_match with similarity score 86.36. Manual review required before correction.,86.36,recipient_legal_name
Ébénisterie St-Fabien Industriel inc.,Ébénisterie RN inc.|Ébénisterie RN inc.,review,fuzzy_blocked_match with similarity score 86.36. Manual review required before correction.,86.36,recipient_legal_name
CORPORATION OF THE MUNICIPALITY OF EAST FERRIS,CORPORATION OF THE MUNICIPALITY OF WEST NIPISSING,review,fuzzy_blocked_match with similarity score 86.32. Manual review required before correction.,86.32,recipient_legal_name
FÉDÉRATION DES PARENTS FRANCOPHONES DE L'ALBERTA,FÉDÉRATION DU SPORT FRANCOPHONE DE L'ALBERTA (LA),review,fuzzy_blocked_match with similarity score 86.32. Manual review required before correction.,86.32,recipient_legal_name
Municipalité de la Paroisse de Sainte-Hénédine,Municipalité de la paroisse de Saint-Pie-de-Guire,review,fuzzy_blocked_match with similarity score 86.32. Manual review required before correction.,86.32,recipient_legal_name
"Canadian Nurses, Foundation",CANADIAN CANOE FOUNDATION,review,fuzzy_blocked_match with similarity score 86.27. Manual review required before correction.,86.27,recipient_legal_name
Club Motoneige St-Donat inc.,Club Motoneige Alton inc.,review,fuzzy_blocked_match with similarity score 86.27. Manual review required before correction.,86.27,recipient_legal_name
Ferme Groleau et Fils inc.,Ferme Adricole et fils inc.,review,fuzzy_blocked_match with similarity score 86.27. Manual review required before correction.,86.27,recipient_legal_name
Ferme Laitière Joniel inc.,Ferme Laitière Blondin inc.,review,fuzzy_blocked_match with similarity score 86.27. Manual review required before correction.,86.27,recipient_legal_name
Ferme Louis Gosselin Inc.,Ferme François Gosselin inc.,review,fuzzy_blocked_match with similarity score 86.27. Manual review required before correction.,86.27,recipient_legal_name
Friends of Michel Society,FRIENDS OF MEDALTA SOCIETY,review,fuzzy_blocked_match with similarity score 86.27. Manual review required before correction.,86.27,recipient_legal_name
LES ÉDITIONS CARACTÈRE INC.,LES ÉDITIONS AU CARRÉ INC.,review,fuzzy_blocked_match with similarity score 86.27. Manual review required before correction.,86.27,recipient_legal_name
Les Industries Fibrobec inc.,Les Industries Rilec inc.,review,fuzzy_blocked_match with similarity score 86.27. Manual review required before correction.,86.27,recipient_legal_name
Les industries Halrai inc.,Les Industries Patella Inc.,review,fuzzy_blocked_match with similarity score 86.27. Manual review required before correction.,86.27,recipient_legal_name
MUNICIPALITY OF SHOAL LAKE,MUNICIPALITY OF SHAWVILLE,review,fuzzy_blocked_match with similarity score 86.27. Manual review required before correction.,86.27,recipient_legal_name
Municipalité de Bouchette,MUNICIPALITÉ DE BOISCHATEL,review,fuzzy_blocked_match with similarity score 86.27. Manual review required before correction.,86.27,recipient_legal_name
Municipalité de la Paroisse de Saint-Léon-le-Grand,Municipalité de la Paroisse de Saint-Fabien-de-Panet,review,fuzzy_blocked_match with similarity score 86.27. Manual review required before correction.,86.27,recipient_legal_name
POPLAR RIVER FIRST NATION,Prophet River First Nation,review,fuzzy_blocked_match with similarity score 86.27. Manual review required before correction.,86.27,recipient_legal_name
RAINY RIVER FIRST NATIONS,ROLLING RIVER FIRST NATION,review,fuzzy_blocked_match with similarity score 86.27. Manual review required before correction.,86.27,recipient_legal_name
Sturgeon Lake Cree Nation,STURGEON LAKE FIRST NATION,review,fuzzy_blocked_match with similarity score 86.27. Manual review required before correction.,86.27,recipient_legal_name
Technologies Managram Inc.,Technologies Humanware inc.,review,fuzzy_blocked_match with similarity score 86.27. Manual review required before correction.,86.27,recipient_legal_name
ÉDITIONS AU CARRÉ INC. (LES),ÉDITIONS CARACTÈRE INC. (LES),review,fuzzy_blocked_match with similarity score 86.27. Manual review required before correction.,86.27,recipient_legal_name
ÉDITIONS NITRAM INC. (LES),ÉDITIONS AD LITTERAM INC. (LES),review,fuzzy_blocked_match with similarity score 86.27. Manual review required before correction.,86.27,recipient_legal_name
100415 PEI Inc.|100415 PEI Inc.,100478 PEI Inc.|100478 PEI Inc.,review,fuzzy_blocked_match with similarity score 86.21. Manual review required before correction.,86.21,recipient_legal_name
101324 PEI Inc.|101324 PEI Inc.,101435 PEI Inc.|101435 PEI Inc.,review,fuzzy_blocked_match with similarity score 86.21. Manual review required before correction.,86.21,recipient_legal_name
101550 PEI Inc|101550 PEI Inc,100415 PEI Inc.|100415 PEI Inc.,review,fuzzy_blocked_match with similarity score 86.21. Manual review required before correction.,86.21,recipient_legal_name
102340 PEI Inc.|102340 PEI Inc.,102466 PEI Inc.|102466 PEI Inc.,review,fuzzy_blocked_match with similarity score 86.21. Manual review required before correction.,86.21,recipient_legal_name
620309 N.B. Inc.|620309 N.B. Inc.,685209 N.B. Inc.|685209 N.B. Inc.,review,fuzzy_blocked_match with similarity score 86.21. Manual review required before correction.,86.21,recipient_legal_name
634720 N.-B. INC.|634720 N.-B. INC.,677020 N.-B. Inc.|677020 N.-B. Inc.,review,fuzzy_blocked_match with similarity score 86.21. Manual review required before correction.,86.21,recipient_legal_name
650197 N.B. Inc.|650197 N.B. Inc.,685209 N.B. Inc.|685209 N.B. Inc.,review,fuzzy_blocked_match with similarity score 86.21. Manual review required before correction.,86.21,recipient_legal_name
653937 N.B. Inc.|653937 N.B. Inc.,650197 N.B. Inc.|650197 N.B. Inc.,review,fuzzy_blocked_match with similarity score 86.21. Manual review required before correction.,86.21,recipient_legal_name
689473 N.B. Inc.|689473 N.B. Inc.,697230 N.B. Inc.|697230 N.B. Inc.,review,fuzzy_blocked_match with similarity score 86.21. Manual review required before correction.,86.21,recipient_legal_name
693791 N.B. Ltd.|693791 N.B. Ltd.,696311 N.B. LTD.|696311 N.B. LTD.,review,fuzzy_blocked_match with similarity score 86.21. Manual review required before correction.,86.21,recipient_legal_name
695261 N.B. Ltd.|695261 N.B. Ltd.,696311 N.B. LTD.|696311 N.B. LTD.,review,fuzzy_blocked_match with similarity score 86.21. Manual review required before correction.,86.21,recipient_legal_name
697230 N.B. Inc.|697230 N.B. Inc.,620309 N.B. Inc.|620309 N.B. Inc.,review,fuzzy_blocked_match with similarity score 86.21. Manual review required before correction.,86.21,recipient_legal_name
705888 N.B. Ltd.|705888 N.B. Ltd.,708508 N.B. Ltd|708508 N.B. Ltd,review,fuzzy_blocked_match with similarity score 86.21. Manual review required before correction.,86.21,recipient_legal_name
CANADIAN DIABETES ASSOCIATION,Canadian Vintners Association,review,fuzzy_blocked_match with similarity score 86.21. Manual review required before correction.,86.21,recipient_legal_name
CHETNA ASSOCIATION OF CANADA,COACHING ASSOCIATION OF CANADA,review,fuzzy_blocked_match with similarity score 86.21. Manual review required before correction.,86.21,recipient_legal_name
EDITIONS MULTI-CONCEPT INC. (LES),ÉDITIONS MULTIMONDES INC. (LES),review,fuzzy_blocked_match with similarity score 86.21. Manual review required before correction.,86.21,recipient_legal_name
Galati Cheese Company Limited,Grande Cheese Company Limited,review,fuzzy_blocked_match with similarity score 86.21. Manual review required before correction.,86.21,recipient_legal_name
Groupe CR2 inc.|Groupe CR2 inc.,Groupe DCM inc.|Groupe DCM inc.,review,fuzzy_blocked_match with similarity score 86.21. Manual review required before correction.,86.21,recipient_legal_name
Groupe CTT inc.|Groupe CTT inc.,Groupe DCM inc.|Groupe DCM inc.,review,fuzzy_blocked_match with similarity score 86.21. Manual review required before correction.,86.21,recipient_legal_name
Groupe WYM inc.|Groupe WYM inc.,Groupe DCM inc.|Groupe DCM inc.,review,fuzzy_blocked_match with similarity score 86.21. Manual review required before correction.,86.21,recipient_legal_name
LES EDITIONS MULTI-CONCEPT INC.,LES ÉDITIONS MULTIMONDES INC.,review,fuzzy_blocked_match with similarity score 86.21. Manual review required before correction.,86.21,recipient_legal_name
MUNICIPALITÉ DE GRANDES-PILES,Municipalité de Grande-Vallée,review,fuzzy_blocked_match with similarity score 86.21. Manual review required before correction.,86.21,recipient_legal_name
MUNICIPALITÉ DE SAINT-MATHIEU,MUNICIPALITÉ DE SAINT-PLACIDE,review,fuzzy_blocked_match with similarity score 86.21. Manual review required before correction.,86.21,recipient_legal_name
MUNICIPALITÉ DE SAINT-NORBERT,Municipalité de Saint-Modeste,review,fuzzy_blocked_match with similarity score 86.21. Manual review required before correction.,86.21,recipient_legal_name
MUNICIPALITÉ DE SAINT-RAPHAËL,MUNICIPALITÉ DE SAINT-PLACIDE,review,fuzzy_blocked_match with similarity score 86.21. Manual review required before correction.,86.21,recipient_legal_name
Municipalité de la Conception,Municipalité de la Rédemption,review,fuzzy_blocked_match with similarity score 86.21. Manual review required before correction.,86.21,recipient_legal_name
New Brunswick Cranberry Growers Association|New Brunswick Cranberry Growers Association,New Brunswick Grape Growers Association Inc|New Brunswick Grape Growers Association Inc,review,fuzzy_blocked_match with similarity score 86.21. Manual review required before correction.,86.21,recipient_legal_name
RURAL MUNICIPALITY OF HANOVER,RURAL MUNICIPALITY OF KINKORA,review,fuzzy_blocked_match with similarity score 86.21. Manual review required before correction.,86.21,recipient_legal_name
RURAL MUNICIPALITY OF MONTCALM,RURAL MUNICIPALITY OF MORELL,review,fuzzy_blocked_match with similarity score 86.21. Manual review required before correction.,86.21,recipient_legal_name
SALISBURY - CANADA DAY COMMITTEE,SELKIRK CANADA DAY COMMITTEE,review,fuzzy_blocked_match with similarity score 86.21. Manual review required before correction.,86.21,recipient_legal_name
Town of Badger|Town of Badger,Town of Gander|Town of Gander,review,fuzzy_blocked_match with similarity score 86.21. Manual review required before correction.,86.21,recipient_legal_name
TRANSCONTINENTAL NOVA SCOTIA MEDIA GROUP INC. - THE AMHERST NEWS,TRANSCONTINENTAL NOVA SCOTIA MEDIA GROUP INC. - THE HANTS JOURNAL,review,fuzzy_blocked_match with similarity score 86.18. Manual review required before correction.,86.18,recipient_legal_name
Nova Scotia Community College - Kingstec Campus|Nova Scotia Community College - Kingstec Campus,Nova Scotia Community College-Strait Area Campus|Nova Scotia Community College-Strait Area Campus,review,fuzzy_blocked_match with similarity score 86.17. Manual review required before correction.,86.17,recipient_legal_name
SOS PROGRAM CAMROSE (SERVICE OPTIONS FOR SENIORS),SOS Program (Service Options for Seniors) Society,review,fuzzy_blocked_match with similarity score 86.16. Manual review required before correction.,86.16,recipient_legal_name
CORPORATION OF THE TOWN OF WHITBY,CORPORATION OF THE TOWN OF PERTH,review,fuzzy_blocked_match with similarity score 86.15. Manual review required before correction.,86.15,recipient_legal_name
Centre de loisirs de Ham-Sud Inc.,Centre de Loisirs de Richmond inc.,review,fuzzy_blocked_match with similarity score 86.15. Manual review required before correction.,86.15,recipient_legal_name
Conseil des Innus de Pakua Shipi,CONSEIL DES INNUS DE UNAMEN-SHIPU,review,fuzzy_blocked_match with similarity score 86.15. Manual review required before correction.,86.15,recipient_legal_name
KITIGAN ZIBI ANISHINABEG - KITIGAN ZIBI EDUCATION SECTOR,KITIGAN ZIBI ANISHINABEG CULTURAL EDUCATION CENTRE,review,fuzzy_blocked_match with similarity score 86.13. Manual review required before correction.,86.13,recipient_legal_name
POSTMEDIA NETWORK INC. - THE VULCAN ADVOCATE,POSTMEDIA NETWORK INC. - THE MITCHELL ADVOCATE,review,fuzzy_blocked_match with similarity score 86.13. Manual review required before correction.,86.13,recipient_legal_name
ROGERS PUBLISHING LIMITED - CANADIAN GROCER,ROGERS PUBLISHING LIMITED - CANADIAN BUSINESS,review,fuzzy_blocked_match with similarity score 86.13. Manual review required before correction.,86.13,recipient_legal_name
SUN MEDIA CORPORATION - THE VULCAN ADVOCATE,SUN MEDIA CORPORATION - THE MITCHELL ADVOCATE,review,fuzzy_blocked_match with similarity score 86.13. Manual review required before correction.,86.13,recipient_legal_name
B.A. Richard Ltée|B.A. Richard Ltée,B.A. Richard LtÃ?Â©e|B.A. Richard LtÃ?Â©e,review,fuzzy_blocked_match with similarity score 86.11. Manual review required before correction.,86.11,recipient_legal_name
CORPORATION OF THE TOWN OF BANCROFT,CORPORATION OF THE TOWN OF AURORA (THE),review,fuzzy_blocked_match with similarity score 86.11. Manual review required before correction.,86.11,recipient_legal_name
CORPORATION OF THE TOWN OF DESERONTO,CORPORATION OF THE TOWN OF THESSALON,review,fuzzy_blocked_match with similarity score 86.11. Manual review required before correction.,86.11,recipient_legal_name
CORPORATION OF THE TOWN OF PETROLIA,CORPORATION OF THE TOWN OF PELHAM (THE),review,fuzzy_blocked_match with similarity score 86.11. Manual review required before correction.,86.11,recipient_legal_name
Centre d'action bénévole Laurentides,Centre d'action bénévole aux 4 vents,review,fuzzy_blocked_match with similarity score 86.11. Manual review required before correction.,86.11,recipient_legal_name
Cowan Dynamics Inc.|Cowan Dynamics Inc.,Core Dynamics Inc.|Core Dynamics Inc.,review,fuzzy_blocked_match with similarity score 86.11. Manual review required before correction.,86.11,recipient_legal_name
ENLIGNA Canada Inc.|ENLIGNA Canada Inc.,"Exigen (Canada), Inc.|Exigen (Canada), Inc.",review,fuzzy_blocked_match with similarity score 86.11. Manual review required before correction.,86.11,recipient_legal_name
Eximbec Canada inc. |Eximbec Canada inc.,"Exigen (Canada), Inc.|Exigen (Canada), Inc.",review,fuzzy_blocked_match with similarity score 86.11. Manual review required before correction.,86.11,recipient_legal_name
Growler Energy LP|Growler Energy LP,Growler Energy Inc.|Growler Energy Inc.,review,fuzzy_blocked_match with similarity score 86.11. Manual review required before correction.,86.11,recipient_legal_name
KIPLING DISTRICT HISTORICAL SOCIETY,KIRKFIELD & DISTRICT HISTORICAL SOCIETY,review,fuzzy_blocked_match with similarity score 86.11. Manual review required before correction.,86.11,recipient_legal_name
LADYSMITH & DISTRICT HISTORICAL SOCIETY,LACOMBE & DISTRICT HISTORICAL SOCIETY,review,fuzzy_blocked_match with similarity score 86.11. Manual review required before correction.,86.11,recipient_legal_name
NEWCOM BUSINESS MEDIA INC. - MOTORTRUCK,NEWCOM BUSINESS MEDIA INC. - TRUCK NEWS,review,fuzzy_blocked_match with similarity score 86.11. Manual review required before correction.,86.11,recipient_legal_name
PLAMONDON AND DISTRICT MUSEUM SOCIETY,PROVOST AND DISTRICT MUSEUM SOCIETY,review,fuzzy_blocked_match with similarity score 86.11. Manual review required before correction.,86.11,recipient_legal_name
POSTMEDIA NETWORK INC. - THE STANDARD,POSTMEDIA NETWORK INC. - THE HANNA HERALD,review,fuzzy_blocked_match with similarity score 86.11. Manual review required before correction.,86.11,recipient_legal_name
SUN MEDIA CORPORATION - THE STANDARD,SUN MEDIA CORPORATION - THE HANNA HERALD,review,fuzzy_blocked_match with similarity score 86.11. Manual review required before correction.,86.11,recipient_legal_name
Town of Millertown|Town of Millertown,Town of Middleton|Town of Middleton,review,fuzzy_blocked_match with similarity score 86.11. Manual review required before correction.,86.11,recipient_legal_name
Town of St. Paul's|Town of St. Paul's,Town of St. Alban's|Town of St. Alban's,review,fuzzy_blocked_match with similarity score 86.11. Manual review required before correction.,86.11,recipient_legal_name
UNITED CHURCH OF CANADA (THE) - GATHERING,UNITED CHURCH OF CANADA (THE) - MANDATE,review,fuzzy_blocked_match with similarity score 86.11. Manual review required before correction.,86.11,recipient_legal_name
University of Manitoba Student Union,University of Toronto Students Union,review,fuzzy_blocked_match with similarity score 86.11. Manual review required before correction.,86.11,recipient_legal_name
ÉRABLIÈRE MLT INC.|ÉRABLIÈRE MLT INC.,Érablière IMCM Inc.|Érablière IMCM Inc.,review,fuzzy_blocked_match with similarity score 86.11. Manual review required before correction.,86.11,recipient_legal_name
Bande indienne des Micmacs de Listuguj,Bande Indienne des Micmacs de Gaspé,review,fuzzy_blocked_match with similarity score 86.09. Manual review required before correction.,86.09,recipient_legal_name
LOISIRS DE STE-ANGÈLE-DE-MÉRICI INC. (LES),LOISIRS DE STE-ANGÈLE -DE-LAVAL INC. (LES),review,fuzzy_blocked_match with similarity score 86.09. Manual review required before correction.,86.09,recipient_legal_name
Canadian Aquaculture Industry Association,Canadian Aquaculture Industry Alliance,review,fuzzy_blocked_match with similarity score 86.08. Manual review required before correction.,86.08,recipient_legal_name
THE CORPORATION OF THE CITY OF BRANTFORD,THE CORPORATION OF THE CITY OF VICTORIA,review,fuzzy_blocked_match with similarity score 86.08. Manual review required before correction.,86.08,recipient_legal_name
THE CORPORATION OF THE CITY OF WATERLOO,THE CORPORATION OF THE CITY OF BRANTFORD,review,fuzzy_blocked_match with similarity score 86.08. Manual review required before correction.,86.08,recipient_legal_name
THE CORPORATION OF THE TOWN OF ARNPRIOR,THE CORPORATION OF THE TOWN OF INGERSOLL,review,fuzzy_blocked_match with similarity score 86.08. Manual review required before correction.,86.08,recipient_legal_name
THE CORPORATION OF THE TOWN OF GEORGINA,THE CORPORATION OF THE TOWN OF INGERSOLL,review,fuzzy_blocked_match with similarity score 86.08. Manual review required before correction.,86.08,recipient_legal_name
THE CORPORATION OF THE TOWN OF MOOSONEE,The Corporation of the Town of Shelburne,review,fuzzy_blocked_match with similarity score 86.08. Manual review required before correction.,86.08,recipient_legal_name
THE CORPORATION OF THE TOWN OF OAKVILLE,THE CORPORATION OF THE TOWN OF INGERSOLL,review,fuzzy_blocked_match with similarity score 86.08. Manual review required before correction.,86.08,recipient_legal_name
THE CORPORATION OF THE TOWNSHIP OF KING,THE CORPORATION OF THE TOWN OF INGERSOLL,review,fuzzy_blocked_match with similarity score 86.08. Manual review required before correction.,86.08,recipient_legal_name
Atwood Technology Inc.|Atwood Technology Inc.,alooki technology inc.|alooki technology inc.,review,fuzzy_blocked_match with similarity score 86.05. Manual review required before correction.,86.05,recipient_legal_name
Bruce County Public Library - Chesley Branch,Bruce County Public Library - Walkerton Branch,review,fuzzy_blocked_match with similarity score 86.05. Manual review required before correction.,86.05,recipient_legal_name
CHINESE CULTURAL CENTRE OF GREATER VANCOUVER,CHINESE CULTURAL CENTRE OF GREATER TORONTO,review,fuzzy_blocked_match with similarity score 86.05. Manual review required before correction.,86.05,recipient_legal_name
CORPORATION OF THE TOWNSHIP OF RED ROCK (THE),CORPORATION OF THE TOWNSHIP OF WOOLWICH (THE),review,fuzzy_blocked_match with similarity score 86.05. Manual review required before correction.,86.05,recipient_legal_name
Centre d'Action Bénévole de Port-Cartier Inc.,Centre d'action bénévole de La Matanie.inc,review,fuzzy_blocked_match with similarity score 86.05. Manual review required before correction.,86.05,recipient_legal_name
Corporation de développement d'Esprit-Saint,Corporation de développement de l'Est (CDEST),review,fuzzy_blocked_match with similarity score 86.05. Manual review required before correction.,86.05,recipient_legal_name
Les produits Area inc.|Les produits Area inc.,Les Produits Tapp inc.|Les Produits Tapp inc.,review,fuzzy_blocked_match with similarity score 86.05. Manual review required before correction.,86.05,recipient_legal_name
"LÉGION ROYALE CANADIENNE SUCC. 172, BAY CHALEUR","LEGION ROYALE CANADIENNE SUCC. 121, AUCLAIR",review,fuzzy_blocked_match with similarity score 86.05. Manual review required before correction.,86.05,recipient_legal_name
MUNICIPALITÉ DE PAROISSE DE SAINT-THURIBE,Municipalité de la Paroisse de Saint-Valérien,review,fuzzy_blocked_match with similarity score 86.05. Manual review required before correction.,86.05,recipient_legal_name
Municipalité de Bégin|Municipalité de Bégin,Municipalité de Ripon|Municipalité de Ripon,review,fuzzy_blocked_match with similarity score 86.05. Manual review required before correction.,86.05,recipient_legal_name
Municipalité de la paroisse de Val-Racine,Municipalité de la Paroisse de Saint-Valérien,review,fuzzy_blocked_match with similarity score 86.05. Manual review required before correction.,86.05,recipient_legal_name
Technologie UEAT inc. |Technologie UEAT inc.,Technologies RE-AK inc.|Technologies RE-AK inc.,review,fuzzy_blocked_match with similarity score 86.05. Manual review required before correction.,86.05,recipient_legal_name
The Salvation Army Cascade Community Church,The Salvation Army Wiarton Community Church,review,fuzzy_blocked_match with similarity score 86.05. Manual review required before correction.,86.05,recipient_legal_name
Éther Innovations inc.|Éther Innovations inc.,Eigen Innovations Inc.|Eigen Innovations Inc.,review,fuzzy_blocked_match with similarity score 86.05. Manual review required before correction.,86.05,recipient_legal_name
